,authors,countries,date,rating,reviews,aircraft,traveller type,seat type,route,date flown,seat comfort,cabin staff service,food & beverages,inflight entertainment,ground service,wifi,value for money,recommended,verified,start airport,end airport,transfer airport,sentiment analysis,sentiment analysis scores
110,Freddy Zurita,United Arab Emirates,2019-08-02,1,"Dubai to Istambul. Never in my life I faced so rude staff from any place except when I was preparing the check in for my returning flight to Dubai. The lady at the check in was out of information, as a resident with a valid ID I can enter to UAE with out showing my resident stamp in my passport but she started calling Duty managers and everyone until they decided that I can not travel, so she said I need tourist visa, so ridiculous, being a UAE resident, I need a visa to enter. So I demand to talk with the manager cause all those smart agent were not aware of my privileges as resident. After arguing with that smart lady she got angry cause I put my phone over the desk, then, that ""worker"" transformed, she start shouting on me why I was taking a picture. She retaining my passport against my will.  After 15 minutes the DM came and she decided I can travel.",,Solo Leisure,Economy Class,Dubai to Istambul via Dubai,July 2019,1.0,1.0,,,1.0,,1,no,True,Dubai,Istambul,Dubai,Neutral,0.1729
111,Saleh Musaid,United States,2019-07-01,1,"İstanbul to Sharja. The worst airline ever. Workers were rude, seat are not comfortable, the AC was low people were sweating. You had only 20 kilograms over that you pay $12 for each kilogram.",,Family Leisure,Economy Class,İstanbul to Sharja,June 2019,1.0,1.0,,,1.0,,1,no,True,İstanbul,Sharja,,Negative,-0.6908
112,M Timms,United Arab Emirates,2019-06-24,1,"Istanbul to Dubai. Worst airline in the world.  Extremely rude. Paid for 25 kg of luggage nut they said it’s not in their system. Paid for better seats got regular seats. Charged $180 extra for nothing. Run, don’t walk, away from this airline",,Couple Leisure,Economy Class,Istanbul to Dubai,June 2019,,,,,1.0,,1,no,True,Istanbul,Dubai,,Negative,-0.7764
113,Nour Ramadan,Lebanon,2019-06-23,1,Istanbul to Beirut. Crew was really friendly but the plane got delayed for 2 hours without any explanation. Turbulence was really bad.,B747,Family Leisure,Economy Class,Istanbul to Beirut,June 2019,1.0,5.0,1.0,1.0,1.0,1.0,5,no,False,Istanbul,Beirut,,Negative,-0.3535
114,Ibrahim Baydoun,Lebanon,2019-06-10,3,"Beirut to Istanbul. We left at 6 in the morning. We stayed around 2 hours flight to Istanbul, they didn't offer us any free drink or snack. All drinks and snacks are priced in euros. While they can at least offer us a free cup of coffee or tea.",,Couple Leisure,Economy Class,Beirut to Istanbul,June 2019,2.0,3.0,1.0,1.0,3.0,1.0,2,no,False,Beirut,Istanbul,,Positive,0.7506
115,S Tekin,Turkey,2019-04-20,6,"Trabzon to Izmir with Pegasus Airlines. I was in a rush and used online check-in to be sure. But I had to give my bag to baggage check. I was late but ground staff helped me. I thought I had already missed the boarding time but again, ground staff helped me. Flight was on time. Price burned down my wallet. No giveaways.",B747-400,Solo Leisure,Economy Class,Trabzon to Izmir,April 2019,3.0,4.0,,,5.0,,3,yes,True,Trabzon,Izmir,,Positive,0.7269
116,Onder Canguven,Qatar,2019-04-14,1,"Amsterdam to Doha via Istanbul. I traveled at seat 14D-F with my family. It was behind the exit seats. Seats were really narrow, it was a terrible flight. Additionally, the cabin temperature was high.",A320-200,Family Leisure,Economy Class,Amsterdam to Doha via Istanbul,April 2019,1.0,2.0,,1.0,5.0,1.0,2,no,True,Amsterdam,Doha,Istanbul,Negative,-0.5233
117,Yara Harb,Lebanon,2019-04-01,1,The worst ever. From Budapest to Beirut via Istanbul we’re allowed 20 kgs only and 8kg hand bag. I didn’t want to carry many bags so I had a bag of 25 kg. They made me pay 108 euros for those extra kilos even though I am allowed for 8 more kilos,,Solo Leisure,Economy Class,Budapest to Beirut via Istanbul,March 2019,1.0,1.0,,,1.0,,1,no,True,Budapest,Beirut,Istanbul,Neutral,0.2023
118,S Aksoy ,Turkey,2019-03-22,7,"Izmir to Trabzon with Pegasus Airlines. Flight was fast and good. Most importantly, it was on time. There is no treat from the airline but food and beverage menu is rich. Prices are high. In Turkey, Pegasus is well known with flight delays but I've only experienced one at a ten. Cabin crew is good.",,Solo Leisure,Economy Class,Izmir to Trabzon,March 2019,3.0,4.0,3.0,3.0,4.0,,3,yes,True,Izmir,Trabzon,,Positive,0.9217
119,B Cooper,United Arab Emirates,2019-03-10,8,"First time flying with Pegasus Airlines. Very impressed. I flew SHJ-SAW-STN (same outbound and return route). Airplane was modern (but with no TV on back of screen). Cabin crew were very friendly, attentive, well presented and approachable. They all spoke English. Safety briefing was conducted in dual Turkish/English. Airplane ran on time, no delays. Ground staff were efficient. I booked an exit row seat for the SAW-STN leg which provided ample room to stretch out. Even the normal seat had enough leg room for a large grown man like me. Pre-ordered food online (which gave more choice as to what to eat on board). Breakfast tray was tasty, fresh and well presented. On-board drinks/snacks were available and whilst expensive, were good quality and fresh. Pegasus' baggage policy means a lot of passengers opt not to check in bags (at cost) and take an 8kg cabin bag on board. Some passengers were being greedy by trying to stuff small suitcases into the cabin hold - the cabin crew did not complain but it caused some delays inside the plane trying to get everyone's bags packed away and seated on time.",A320,Solo Leisure,Economy Class,Sharjah to London Stansted via Istanbul,March 2019,3.0,5.0,5.0,1.0,3.0,1.0,5,yes,True,Sharjah,London Stansted,Istanbul,Positive,0.9382
120,N Stanikuna,Belarus,2019-02-25,2,"Sharjah to Amsterdam via Ankara/İstanbul. We passed the registration and handed over our luggage, Pegasus employees took our hand luggage from us near the ramp. Sports bag weighing about 10kg. And a suitcase of 8-10 kg.  Flight RS0747 was delayed and we were extra urgently in Ankara. Our plane was three hours at Ankara airport. For reasons unknown to us. I see this for the first time. People began to leave in Ankara. About 10 people left the plane. Accordingly, their luggage was somehow given to them. The rest flew to Istanbul. When leaving I wondered where my bag was (hand luggage) I was told all the luggage would be transferred to the next flight. A Pegasus representative met us all and explained to whom and where to go. Some of the people stayed in the hotel. We went to the Pegasus counter for the next flight to Amsterdam. There we more than once clarified “Where are our bags ??”, we were told: “You will get all the luggage in Amsterdam!” I traveled not alone but with my boyfriend. We passed the luggage together. In Amsterdam, nothing of our luggage has come! All 4 pieces of baggage Pegasus lost. We have issued the lost baggage at the counter. We were told to wait 3-5 days. The next day we took 2 large suitcases. A day later, one bag of hand luggage. And to this day there is no one more last bag. In this bag were personal items: shoes, outerwear, handbags, perfume. Mood was spoiled. In Amsterdam was forced to wear what it flew into. ",,Family Leisure,Economy Class,Sharjah to Amsterdam via Ankara/İstanbul,February 2019,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Sharjah,Amsterdam,Ankara/İstanbul,Positive,0.5423
121,H Barden,United Kingdom,2019-02-14,7,"Stansted to Athens via Istanbul. Decided to give this airline a go because they had a fare for under £100 as a last-minute booking, with a 2 hour connection, compared to other airlines wanting double that. You can get the mobile boarding pass but there are issues with their app if you always dont have access to the internet. The boarding pass did not save down without you having to put in the booking reference each time and searching for it again which needs an internet connection. When i got to Istanbul i had no internet for my boarding pass but fortunately there was transfer desk who printed out a manual boarding card without a ounce of grief. I would recommend emailing your boarding passes until they sort this issue. Its very tight seating and the flight was full and the service was basic but i couldn't care less on a flight less than 4 hours. We got there and that's the main thing. Really overpriced food cart so make sure you stock up on your basic snacks. I thought that Istanbul Gokcen was a great airport to transit in great food court facilities and a cheeky way to stock up on cheap tobacco in transit back to Europe. The only thing i didn't care for was Stansted - worst airport that surrounds the London area. Hopefully they expand to Gatwick someday we need airline like this to keep the fares low.",Boeing 737,Solo Leisure,Economy Class,Stansted to Athens via Istanbul,February 2019,2.0,3.0,,,4.0,,5,yes,True,Stansted,Athens,Istanbul,Positive,0.9713
122,S Bardya,Canada,2019-02-09,2,"Amsterdam to Beirut via Istanbul. Terrible customer service experience. I had a flight with a transfer. My bag was a few kilos overweight so I paid the additional 75 euros before my first flight. At this point I was given a receipt and a bag sticker and was told to present this at the next airport if necessary. While boarding the second flight from Istanbul, I was stopped where they informed me that my cabin bag was overweight. I showed the staff members the receipt and bag sticker and yet insisted I pay an additional 45 euros (reduced from 90) and in her very limited English implied that I should hurry up because the flight was leaving and that I would not be allowed to board without paying. I have flown several budget airlines without trouble, but this one was by far the most incompetent.",,Solo Leisure,Economy Class,Amsterdam to Beirut via Istanbul,February 2019,2.0,2.0,,1.0,1.0,1.0,2,no,True,Amsterdam,Beirut,Istanbul,Negative,-0.8967
123,B Markione,United Kingdom,2019-01-29,1,"Istanbul to Stansted. Worst customer service ever. Flight delayed by 1.5 hrs and no proper explanation given why, aircraft not cleaned from previous flight, crew don't speak english, not greeted when entering aircraft, took nearly 2 hours to be served for a drinks and snacks and at the end didn't have what asked for as ran out of menu items on a row 19. Very incompetent staff. Will never ever fly with them again. Absolutely not recommended",,Couple Leisure,Economy Class,Istanbul to Stansted,January 2019,1.0,1.0,1.0,1.0,1.0,1.0,2,no,True,Istanbul,Stansted,,Negative,-0.4228
124,Aga Piotrowska,Poland,2019-01-26,1,Muscat to Vienna via Istanbul. This is the worst airline I have used! The flight was delayed and I missed my connection but nobody cared about it! The delay was only 10 minutes and they didn’t wait however they can see in the system the I am checked in and their plane is late. At the airport office I was waiting 1 hour so that anybody talks to me and Change my flight. They poorly speak English so it took me a while to explain what happened and finally get help. ,,Solo Leisure,Economy Class,Muscat to Vienna via Istanbul,January 2019,1.0,1.0,1.0,1.0,1.0,1.0,1,no,False,Muscat,Vienna,Istanbul,Negative,-0.4588
125,Haissam Kassem,United Arab Emirates,2019-01-23,2,Dubai to Istanbul. Awful seats. Not comfortable at all for a 5 hours trip from Dubai to Istanbul. No entertainment and even the chairs are not going back so you can sleep like on any other airlines due to the very small spaces between the chairs. Horrible trip. Not recommended at all.,,Solo Leisure,Economy Class,Dubai to Istanbul,January 2019,1.0,1.0,,1.0,2.0,,4,no,False,Dubai,Istanbul,,Positive,0.5574
126,Iree Klein,Israel,2019-01-10,10,"Tel Aviv to Budapest via Istanbul. Excellent staff and service. Our flight got delayed due technical issues and we had to stay overnight in Istanbul. I just would like to express my gratitude to the handling staff, air and ground. Everything ran smoothly and very efficiant. We knew what was going on during the whole time, the staff was taking care of all quickly and with a smile. Technical issues are part of life but what was excellent is the way the company handles these situations. We got compensated for the delay on time and without issues. Thank you Pegasus. Definitely my choice for next flight!",,Couple Leisure,Economy Class,Tel Aviv to Budapest via Istanbul,December 2018,5.0,5.0,,,5.0,,5,yes,False,Tel Aviv,Budapest,Istanbul,Positive,0.8986
127,David Robson,United Kingdom,2018-11-14,10,On October 6th I flew from Beirut to Marseille via Istanbul on Pegasus Airlines. On my transit stop I was able to visit a business lounge in Istanbul airport(SAW). Was able to relax and wait for my next flight in comfort. Overall a great flight. I will always fly Pegasus given a chance.,A320,Solo Leisure,Economy Class,Beirut to Marseille via Sabiha Gökçen,October 2018,5.0,5.0,,,5.0,,5,yes,True,Beirut,Marseille,Sabiha Gökçen,Positive,0.8519
128,L Sammah,Lebanon,2018-10-27,1,"I flew Pegasus from Beirut to Istanbul last week - rude flight attendants. It was a dirty aircraft with dirty bathrooms. People kept on trying to open the air vents above their heads, but no air come through. Everything on this airplane was for money. No screen, maps or No food. Moreover, on our day back to Beirut, they have changed the flight time an hour and didnt inform us about that - we missed our flight because of them and they have cancelled our ticket to Beirut and made us pay another one way ticket. However, we were not that stupid to use that plane again, we booked on Middle East Airlines. I  would pay a few more dollars to avoid the worst airline conditions I've experienced.",,Couple Leisure,Economy Class,Beirut to Istanbul,October 2018,1.0,1.0,,,1.0,,1,no,True,Beirut,Istanbul,,Negative,-0.9599
129,H Meares,United Kingdom,2018-10-24,8,"Gatwick to Dalaman. I booked a flight months before as was travelling independently to Turkey. Pegasus was the best price for the flight times. Unfortunately as the Pegasus site seemed to run slow and never complete the booking, I booked via Olympic Holidays. The disadvantage of this was that you could not pre book seats/meals with either as Pegasus could not clearly use an Olympic reference and Olympic could not book any extras. At Gatwick airport check in was far too slow and it took 1 hour and 20 minutes. I asked politely for a window seat and was allocated. The flight was not announced until 19:40 for a scheduled departure at 20:10. Clearly we were not going to leave on time. The flight was fine but there seemed to be very few cabin staff so it took a long time for each sequence of drinks and food to occur. It is difficult for the staff & passengers as all the prices were in Euros despite being a Turkish Airline but they do have a lot of routed in the Euro Zone. The crew ran out of change for sterling and this again occurred on the return flight. Passengers assisted and I gather from one crew member this is not uncommon. What happens if they simply cannot obtain change? This took up a considerable amount of time. Pegasus support your crew with sufficient float! On the return journey, check in seemed late opening, I requested a window seat, the man dismissed the request saying seats already allocated. It was a rather bumpy landing at Gatwick but all was well. I decided to book for the same journey for September 2019 as the Facebook page was offering Summer 2019 flights. However none are available, other airlines have started booking",,Solo Leisure,Economy Class,Gatwick to Dalaman,September 2018,5.0,4.0,4.0,,3.0,,4,yes,True,London,Dalaman,,Positive,0.8824
130,David Bailey,United Kingdom,2018-09-29,1,"I recently flew with Pegasus to North Cyprus via Turkey. Taking advantage of their pre flight menu I ordered Mushroom Risotto and my wife ordered Chicken Schnitzel. It would appear that something was lost in translation. My Risotto manifested itself into Ravioli and my wife's choice was like the sacrificial lamb. Never again. On the return journey we hoped to choose from the on board flight menu, but sitting in row 20 we where served last and consequently by the time they got to us most of the available food had been sold or not even loaded. We were later offered the duty free drinks menu and decided to purchase two bottles of gin. Again none available. If this airline wants to compete in international air travel then they need to buck up and get their act together. Next time I travel to North Cyprus it will be by the Short Route through South Cyprus and not endure the 10 hours flight via Turkey.",A320,Couple Leisure,Economy Class,Stansted to Ercan via Istanbul,September 2018,4.0,2.0,1.0,,2.0,,3,no,False,Stansted,Ercan,Istanbul,Positive,0.5964
131,Murat Polat,Canada,2018-09-27,7,"SAW-SXF: Boarding was a huge mess. They first announced people of zone ""A"" would first board. I was zone B, so I waited but they actually never called zone B, so I was one of the last pax to board which meant there was almost no overhead space left. Plane was packed. Aircraft was a 2-year-old A320neo (TC-NBE). The seat was alright, it didn't recline and they weren't really comfortable but that's what you get when you fly low-cost. No IFE, no overhead screens to see flight stats. Took off and landed on time. SXF-SAW: Boarding was a little better as they didn't mention any zones. Had seat 3C, 3A and 3B were empty. Aircraft was a 6-year-old B738 (TC-CPE), though the seats were the same as the newer A320neo, so they didn't recline either. Plane was dirty as the crew only had like 5 minutes to clean the aircraft. I flew with Pegasus B738 plenty of times before and they had overhead screens for flight stats, but Pegasus either had them removed or they don't use them anymore. Took off on time, landed early but landing was very rough. On both flights the crew seemed very tired and like they didn't really care about their job. They weren't really good in English. Also one thing I noticed on both flights was how they just put a plastic soap bottle bought off a dollar store in the lavatories.",A320neo,Solo Leisure,Economy Class,Istanbul to Berlin,September 2018,3.0,3.0,,,4.0,,5,yes,True,Istanbul,Berlin,,Positive,0.9306
132,K Varna,United Kingdom,2018-09-26,2,"Istanbul to London. It was a terrible experience. I was waiting in the queue to check in, the queue was very long and I had to wait more than an hour, when I finally reached the desk, the member of staff told me that I can't do a check in because it's less than 60 min left to my flight (it was 58 min) and he advised me to speak with supervisor. I went to speak with supervisor who was dealing with other unhappy customers (many of them). At first she didn't even pay attention when I came to talk to her, after waiting around 15 min she told me that she can't do anything about it and told me to go to Pegasus ticket desk, when I went there the member of staff told me that they can't do anything about that as well, as I had to arrive earlier to the airport (not sure how early that should be). She said that there is another flight to London however the plane is full and she advised me to check with other airlines. Thank you Pegasus for such a ""great service"". I had to buy 2 more flight tickets which were not cheap. I'm very, very disappointed, I wanted to save money, but finally I just spent way more. I asked for a refund but all I've been told was that I wasn't present at check in desk 60 min before flight so there is nothing what they can do. I will never fly with Pegasus again and I will advise others of the same.",,Solo Leisure,Economy Class,Istanbul to London,September 2018,3.0,2.0,,,1.0,,2,no,True,Istanbul,London,,Positive,0.6557
133,J Mabero,Belgium,2018-09-20,5,"Brussels to Beirut via Istanbul. I will avoid if possible. 40 min delay and broken seat, customers that use this are also terrible, caused extra delays. I bought last minute (expensive) tickets so value for money not good",,Business,Economy Class,Brussels to Beirut via Istanbul,September 2018,1.0,4.0,,,2.0,,2,no,True,Brussels,Beirut,Istanbul,Negative,-0.7717
134,B Randell,United Arab Emirates,2018-09-18,9,"Dubai to Stansted via Istanbul. Budget airline, cramped and uncomfortable, no in flight entertainment (ok with one of those neck pillows you can buy) but less than half the price of the likes of Emirates / Etihad. However they should accept all types of credit card (my UAE one wouldn’t work but luckily I had cash for water!) They get you on and off the plane speedily. Not sure why people are complaining, you get what you pay for. Very friendly staff too working with what they are given to provide a great service on a not so great plane.",,Solo Leisure,Economy Class,Dubai to Stansted via Istanbul,August 2018,2.0,5.0,,,5.0,,4,yes,True,Dubai,Stansted,Istanbul,Positive,0.9688
135,O Oscar,United Kingdom,2018-09-16,1,"London to Izmir. You usually know what to expect with a low company but this one beats them all. Took back and forth and exactly the same issues - flight is late and no information communicated. Most disgusting planes ever with all tables covered with filth probably never washed, seat pockets are the same with food pieces and drink smears everywhere. Most seats are broken and I flew almost with my front neighbours seat in my face. Toilets smell - a bonus. Basic safety rules disregarded on both flights - hostesses are not checking if passengers have seat belt a on etc - people were jumping out of their chairs as soon as we were on cruising speed on land which is strictly forbidden - we did not even have an English presentation of the safety rules - only Turkish. The food is close to vile and prices are ridiculous - 14 euros! Captain did not say anything during our flight. Most seats were broken and arm rests taped! 1st flight our plane still smelt of cigarette - looked like a plane from the 80s. Funny thing tickets were not that cheap either! Just thankful I got where I needed in one piece but will never use them again even at the price of not flying direct.",Boeing 737,Business,Economy Class,London to Izmir,September 2018,1.0,2.0,1.0,1.0,1.0,1.0,1,no,True,London,Izmir,,Negative,-0.0772
136,Khalid Alawadat,Jordan,2018-09-14,1,"Amman to Antalya. It was a terrible experience, they broke my check in bag, it’s expensive and good quality bag. And, their employees don’t aware about company rules, I resrved a business flex, so, I have 20 kg check in and 12 kg carry on, but the employee at the check in counter asked me to remove a 3 kg from 11 kg carry on bag! Honestly they are terrible.",,Couple Leisure,Business Class,Amman to Antalya,August 2018,1.0,2.0,,,1.0,,1,no,True,Amman,Antalya,,Negative,-0.0772
137,B Jahardya,United Arab Emirates,2018-08-14,1,"Stansted to Dubai via Istanbul. Pegasus airline was by far the worst airline I have ever encountered. Although the ticket wasn’t as expensive as fancy airlines, it was not worth the price. I personally regret not investing more money on a quality airline rather than a random airline. The seat  was so small that you were constantly touching the person next to you with your leg. The staff was unbelievably rude and not helpful. I asked the air hostess if I was gonna miss my flight as I had a layover, the man was unhelpful and said he doesn’t know anything until I went and spoke to another staff. Both flights I was in were delayed hours and were extremely slow. Overall I genuinely don’t recommend this airline, even if it is cheaper than others.",,Solo Leisure,Economy Class,Stansted to Dubai via Istanbul,August 2018,1.0,1.0,,,2.0,,1,no,True,Stansted,Dubai,Istanbul,Negative,-0.766
138,Sven Salzmann,Germany,2018-08-04,6,"Frankfurt to Sharm El Sheikh return via Istanbul. The ground crew and crew was friendly and professional. The check-in was always quite tedious. Here I can only recommend to be very early at the counter. Aircraft types: A320-200neo; A320-200; A320-200; 737-800. The airbuses were clean and relatively young. The Boeing was a bit older and a bit worn. The seat backs could only be adjusted in the Boeing. The seating comfort was okay overall. For more than 3 hours I would not want to do without a backrest adjustment. We had weighed and measured our luggage before (on-board luggage) so there were no problems. Boarding passes we got in Frankfurt for both flights. You can also do an online checkin beforehand. For a seat reservation no fee is required. On the return trip, we only got a boarding pass for the first flight in Sharm El Sheikh. In Istanbul, we then had to get the 2nd for the connecting flight at the transit counter. Early to go to the counter, otherwise queue! On-board service is available for a fee, which is normal for low-cost airlines. The quality is good. The seat pitch is at Lufthansa short-haul level. It is slightly lower in the Boeing than in the Airbus. Entertainment does not exist. A delay was only on our 1st flight ... approx. 30 minutes. All other flights were on time. Gate changes have also been made 1 time. But was announced in time and the new gate was right next door. Sabiha Gokcen Airport is much better than its reputation in my opinion. There are a lot of restaurants and various shops, as well as plenty of seating. The paths are short, as the airport is not too big. Cleanliness is ok. Staff is professional and sufficiently friendly. Toilets are bearable.  Our luggage arrived intact and complete in Sharm El Sheikh or Frankfurt. As an experienced Ryanair customer I have to give Pegasus a better rating than them. Ryanair is extremely annoying with its additional charges, its fussy luggage rules and its permanent advertising on board. Ryanair also only flies the Boeing 737 and is definitely less comfortable than the A320. In addition, lately the negative headlines about strike etc. All in all, we were quite satisfied with Pegasus.",A320 / Boeing 737,Family Leisure,Economy Class,Frankfurt to Sharm El Sheikh via Istanbul,July 2018,3.0,3.0,3.0,,3.0,,4,yes,True,Frankfurt,Sharm El Sheikh,Istanbul,Positive,0.9697
139,S  Kuztuy,Turkey,2018-07-26,9,"Istanbul to Zurich. I have approx 10 flight with Pegasus Airlines for 4 years, one of them was delayed which is normal. I cannot understand the people who buy plane ticket for low cost and expect most of things should be free of charge.",,Solo Leisure,Economy Class,Istanbul to Zurich,July 2018,4.0,4.0,3.0,,5.0,,5,yes,True,Istanbul,Zurich,,Negative,-0.0258
140,Ayoub Elhamdaoui,Hungary,2018-07-17,1,Istanbul to Budapest. This is the absolute worst airline i have ever flown. I was standing in the ticket check in line (the line where they check your ticket to let you through the gate) for one and a half hours. The flight ended up delayed by 2 hours which made me miss my other flight from Budapest to Marrakech. And when i asked them for a refund they tell me that it's not their responsibility as my second flight was with another airline.,,Solo Leisure,Economy Class,Istanbul to Budapest,July 2018,1.0,2.0,2.0,1.0,1.0,,2,no,True,Istanbul,Budapest,,Negative,-0.7184
141,T Fahman,South Africa,2018-07-12,1,Istanbul to Athens. If you can afford to pay a bit more never travel on this awful airline. I was in the check in queue 2.5 hours before my flight to Athens with my husband and 3 kids and because of the useless check in staff was still about 30 people away from the counter an hour and a half after i arrived at the airport. The staff are most unpleasant and unhelpful and after asking 2 of them if they can assist us in checking in quicker we were still told to follow the queue knowing full well that we were never going to make the flight in time. Eventually i got permission from the supervisor and went to the check in counter of the one i initally asked help from. She was so upset that we had asked the supervisor that she deliberately made us pay for 5kg extra and told us that we cannot remove the 5kg from the bag. My husband was so angry that he just payed the 200TL charge so that we could run with our 3 kids to make the flight - such awful service from people who are suppose to help you in making it on time for your flight - never again Pegasus staff need training in customer service.,,Family Leisure,Economy Class,Istanbul to Athens,July 2018,1.0,1.0,1.0,,1.0,,1,no,True,Istanbul,Athens,,Negative,-0.7918
142,F Reasim,Czech Republic,2018-07-10,1,"Bishkek to Vienna via Istanbul. My worst flight ever by far, delayed, slow and somewhat chaotic. No free food / drinks on a 6hrs long flight. If you wanna pay prepare for chaotic staff commonly not having change etc. (major world currencies used). The staff are not very helpful and attentive. Used this company due to lack of competition on the line I have used. Avoid this company guys.",Boeing,Couple Leisure,Economy Class,Bishkek to Vienna via Istanbul,July 2018,2.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Bishkek,Vienna,Istanbul,Negative,-0.8746
143,T Morton,United Kingdom,2018-07-09,7,"Flew Pegasus Airlines from Doha to Stansted via Sabihah Gokcen. Not too bad for a budget airline! Both flights were fairly well on time, and the staff on board weren't as rude as on Turkish Airlines. Food and drink onboard wasn't cheap, of course, and neither do the seats recline (standard budget airline), but both mine and my wife's bags transferred straight through with no problems, and the lay-over wasn't too long.",,Couple Leisure,Economy Class,Doha to Stansted via Istanbul,July 2018,2.0,4.0,,,4.0,,4,yes,True,Doha,Stansted,Istanbul,Negative,-0.7351
144,D Kachayan,Qatar,2018-07-06,1,"Doha to Amsterdam via Istanbul. Pegasus has the worst customer service of any airline.  Constant delays, horribly uncomfortable conditions, and ridiculously expensive add-ons for any conceivable (and otherwise standard) service. If you fly this airline, beware: anything above 70 euros for an international flight with Pegasus is too much. Pay a bit more and enjoy a superior experience with any other company.",,Solo Leisure,Economy Class,Doha to Amsterdam via Istanbul,June 2018,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Doha,Amsterdam,Istanbul,Negative,-0.7845
145,S Hadilen,Canada,2018-07-02,1,"Bodrum to Tehran via Istanbul. Me and my friend had the worst possible experience with Pegasus and Istanbul Sabiha Gokcen Airport (SAW) staff; on June 29th 2018 we were going from Bodrum to Tehran and had a few hours stop in Istanbul. As we were waiting at the gate some Pegasus staff showed up and shouted there would be one hour delay, we knew Pegasus didn’t offer meal during the flight so we decided to go to the next snack bar and eat something before boarding. We returned to the gate half an hour later and surprisingly found they had already closed the gate and didn’t allow us to get on the plane although the boarding bridge was still in place and we could see staff getting in and out of the plane which took off 20 minutes later.  During our exhausting 8 hour stay at Sabiha Gokcen Airport we just struggled to find and communicate to someone who could help or give us some information. Most of the staff, including Pegasus and Pegasus Manager couldn’t or didn’t want to speak English properly, we didn’t speak Turkish so it was really hard to communicate - Most of the staff, including Pegasus supervisor and Pegasus Manager weren’t helpful, all they had to say repeatedly was we should pay and buy new tickets for their next day flight - We had to wait from 12:00am to 3:00am before getting the chance to speak to a Pegasus supervisor, an sleepy arrogant young woman who didn’t have the slightest idea what customer appreciation means - The plane had took our luggage to Tehran, so they literally left us, two transit passengers, without our personal belongings in the middle of the night in a city we didn’t have a place to stay. Luckily, I could find a Turkish Airline flight from Istanbul Atatürk Airport (IST) to Tehran the next morning and decided to never again fly with Pegasus or any other cheap no-name airlines. It really worth to pay slightly more for your ticket and get it from a solid well-known airline which understands the value of their customers and don’t trap you with their tricks and hidden costs.",,Couple Leisure,Economy Class,Bodrum to Tehran via Istanbul,June 2018,1.0,1.0,,,1.0,,1,no,True,Bodrum,Tehran,Istanbul,Positive,0.5414
146,Aamna Adel,United Kingdom,2018-06-25,1,"The worst airline I have travelled. Flight delayed for half an hr - no explanation given. On boarding the flight it transpired that seat numbers mean nothing, with everyone sitting wherever they please. I was informed by another passenger that apparently there was an issue so now seat numbers don’t mean anything. Rude cabin crew. Not interested in helping or doing their job. All overhead space full, informed by cabin crew we should go all the way to front of cabin to find overhead space, surely this is what they’re being paid to do? I would never fly with Pegasus Airlines again, not even worth paying a single penny in my opinion. ",,Solo Leisure,Economy Class,London to Istanbul,June 2018,1.0,1.0,,,1.0,,1,no,False,London,Istanbul,,Negative,-0.1695
147,W Karamza,Turkey,2018-06-14,2,"Ercan to Riyadh via Istanbul. Pegasus was always known for being a cheap airline so not much was expected, but what I got was much worse than what I expected. First of all I wanted to change my reservation, so I did through the website, but my one of my connection flights were canceled automatically. I called the international CS number and they told me to make another booking for only the canceled flight and that my trip will stay the same. Then I emailed CS and was told that my reservation was now void after I made the new booking. So I called the Cyprus CS number to which a very disgruntled employee answered calling me ""bro"" and telling me to ask my embassy even though my issue had nothing with the embassy. When I tried to explain to him what had happened he hung up and when I tried again there was no answer. I filed a complaint through email to which I got no response at all they just ignored. Cue the day of the flight, I arrived 1.5 hours before take off, and the check in was so slow that I ended up running towards the plane because I was late. We boarded and the staff discovered that the check in employees had put stickers on 3 bags labeling them as carry on when they didn't fit and had to be promptly taken to baggage.  One passenger was ejected from the plane before take off, so the cabin crew conducted a search to identify the owners of every bag in the overhead bins for security, except they missed 7 or 8 bags in a row 2 of which were mine.",A320-200,Business,Economy Class,Ercan to Riyadh via Istanbul,June 2018,2.0,1.0,,,1.0,,3,no,True,Ercan,Riyadh,Istanbul,Negative,-0.7184
148,N Karalatos,Spain,2018-05-26,1,"Madrid to Athens via Istanbul. Awful experience. Missed the connecting flight to Athens after spending 12 hours in transit. No announcement was made despite all the other flights being announced. My name was not announced. No help from the staff who spoke incomprehensible English, and no alternatives to try to get to my destination. At the end I had to pay for another ticket to Madrid. ",,Business,Economy Class,Madrid to Athens via Istanbul,May 2018,2.0,2.0,,,1.0,,1,no,True,Madrid,Athens,Istanbul,Negative,-0.3182
