,authors,countries,date,rating,reviews,aircraft,traveller type,seat type,route,date flown,seat comfort,cabin staff service,food & beverages,inflight entertainment,ground service,wifi,value for money,recommended,verified,start airport,end airport,transfer airport,sentiment analysis,sentiment analysis scores
95,L Xin,Australia,2023-02-16,8,"Short 1 hour flight that's perfect for people not looking for extreme budget options. Despite the relatively dated cabin interior (the plane took its first flight in 1999 according to a quick registration lookup), Air France more than makes up for it in convenience of a complimentary drink service (more than just water, but with hot and cold beverages), as well as some cookies as a snack. In addition compared to more budget options such as easyjet, AF's usage of jet bridges and the main CDG airport in Paris makes the journey overall much more convenient, as long as you don't mind spending a little more than budget offerings.",A319,Solo Leisure,Economy Class,Paris to Bordeaux,February 2023,4.0,4.0,3.0,2.0,4.0,2.0,3,yes,True,Paris,Bordeaux,,Positive,0.8271
96,B Stauffer,South Africa,2023-02-13,10,"I booked premium economy because I have knee problems. The seats are just OK (shell type that slides down but not built for a person over 6 feet), and the food is the same as economy, although it was the best fish I ever had on a plane. Overall, a very decent product, and the flight was on time. They lost my luggage, so I did not have winter clothing as it was summer in South Africa. I bought what I needed for €240 and Air France reimbursed me within 10 days. Overall, very satisfied and impressed by the no fuzz reimbursement.",777,Solo Leisure,Premium Economy,Johannesburg to Paris,January 2023,3.0,5.0,5.0,5.0,4.0,5.0,4,yes,True,Johannesburg,Paris,,Positive,0.7964
97,G Hayne,United Kingdom,2023-02-12,8,"On time, in a quite comfortable seat in a duo at the back, with a wonderful clear window view, and a very informative real-time flight map. I was very lucky to book early, and paid a pittance while prices were on the floor, so good VFM. Air France is in reality operated as a budget airline, because, unlike Airasia et al, they don't sell tasty food on board. So my advice is bring a substantial picnic because, after an early lunch, you will get nothing to eat for 9 hours.  The hapless staff have nothing to offer, other than a friendly giggle or a rude dismissive shrug. Bring your own music and movies, unless you like French stuff. Don't ask cabin crew for your connection gate number, they have no interest in helping you",,Solo Leisure,Economy Class,Bangkok to Paris CDG,February 2023,4.0,1.0,1.0,1.0,3.0,,5,yes,True,Bangkok,Paris CDG,,Positive,0.9341
98,M LaPrairie,United States,2023-02-02,8,"Flight was two hours late leaving Lome. At check-in, I encountered the most grim looking row of agents I'd ever seen. I understand they had to stay at work longer due to the delayed flight, but that isn't my fault and I expect some smiles and basic courtesy when checking in, particularly on a costly business class ticket. After completing check-in, I noticed that my bag tag was completely illegible because the printer was running out of ink. I returned to the check-in counter where I approached an agent who appeared to be lead agent on duty that night. I asked him in French if my bag tag can please be reprinted as it was unreadable. He started yelling at me (in French), ""Who did you see when you checked in...go to that person"". I stopped all proceedings and firmly responded, ""Why are you speaking to me like that!?"". He then told me curtly that the bag had already been sent for loading onto the aircraft. I told him that I was well aware of how the baggage system works, but I had simply asked if my bag tag could be reprinted. He continued to give me rude responses, at which point I told him to go into the system and find my baggage tag number and write it legibly on my boarding pass. I then went to the Air France station manager's office and complained. Shameful treatment of a high revenue passenger. Flights were fine. Air France lounges in Paris should stock non-alcoholic beer.  Food on Paris-Washington flight way overcooked -- dried out and unappealing appearance. Crew was very attentive, however.",A330-200 / Boeing 777-300ER,Business,Business Class,Lome to Washington via Paris,February 2023,3.0,4.0,2.0,4.0,1.0,4.0,4,yes,True,Lome,Washington,Paris,Negative,-0.8173
99,Marius Florin,Romania,2023-02-01,2,"A bad experience with Air France. During a 9-hour flight, I waited for an hour for a glass of water. During the connection flight, they remain without sandwiches. It is incredible that Air France has such a small standard.",,Couple Leisure,Economy Class,Cancun to Bucharest via Paris,January 2023,1.0,1.0,1.0,2.0,2.0,2.0,1,no,True,Cancun,Bucharest,Paris,Negative,-0.5423
100,Paul Bailey,United Kingdom,2023-01-27,2,"My business class flight fell well short of a four star carrier. The reasons for this were that pre departure drink glasses were left on the central arm rest during the take off from Bangkok, I had to hold mine down during take off. The cabin crew raced through the lunch service just after take off, then after this service the cabin crew closed the window blinds and I never saw them again until the second meal service, not once did they come around asking passengers if they wanted anything. The food quality was also poor. All take off and landing announcements from the cockpit were in French, not in English. The cabin crew manager talked to French passengers but never once spoke to me once during the flight. The 2-2-2 layout is outdated and was awful but that was my fault for choosing that specific flight. The second meal service was served too late before landing, so again it was rushed. The overall experience was very poor and I won't be in a rush to try it again.",Boeing 777-300,Solo Leisure,Business Class,Bangkok to Manchester via Paris,January 2023,1.0,1.0,2.0,,2.0,,2,no,True,Bangkok,Manchester,Paris,Negative,-0.9081
101,J Wu,United States,2023-01-25,1,"I was taking a full-priced Delta ATL-JFK-LIS flight on January 10, 2023. Unfortunately my ATL-JFK flight was delayed, which would cause me to miss the connecting flight to LIS. Delta re-routed me ATL-CDG-LIS via partnership with Air France, and give me an upgrade to ""Business"" (due to the equivalent class was not available, but the ""Business"" still shows availability.) At the gate, Air France counter person insulted me: ""You have only paid $300 and want to fly Business""? I was trying to inquire if she was looking at my ATL to JFK portion of fare as I actually paid 3 times as much for my round trip. After she downgraded me and issued my ATL-CDG boarding pass, I requested the second portion (CDG-LIS), and told her I wanted to see a manager. She yelled at me: ""I am the manager!"" when I requested to see her badge (as she was wearing her badge front side inward), she replied: ""You cannot see my badge."" When I insisted, she said: ""I am deboarding you now!"" and she did knock on the keyboard to start the deboarding! At this time, a Delta counter person printed out CDG-LIS boarding pass for me. The nightmare continued in CDG when I was told I was not in Air France systems, so I cannot fly to LIS. However, the lady at CDG counter immediately escalated and resolved the situation. What a sharp contrast between the two employees from the same company! The Air France counter person in Atlanta (I still do not know her name) was rude and was all ""snappy"" and ""powerful"" when dealing with customers. The moment she said ""I am deboarding you now!"" I knew I was not talking to a normal person. While waiting to be boarded, a few other Delta passengers complained that she also charged them luggage fees - ignoring Delta policies. ""I am deboarding you now!"" was the last nail on the coffin, goodbye Air France! No one flies just for fun, we have destinations, schedules, people to meet and things to do. I can accept Delta's delay but the power trip of deboarding at Air France must be stopped!",,Solo Leisure,Premium Economy,Atlanta to Paris via Lisbon,January 2023,2.0,4.0,,,1.0,,1,no,False,Atlanta,Paris,Lisbon,Negative,-0.8402
102,Thomas Lotze,Germany,2023-01-22,10,The plane was spotless and very well maintained. The service was very elegant and welcoming. Food was almost as good as in a good restaurant. I felt very welcomed on board. I will fly AF in C again for sure. It was a wonderful flight.,A350-900,Couple Leisure,Business Class,Paris to Santiago de Cile,October 2022,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,True,Paris,Santiago de Cile,,Positive,0.9654
103,Alessandro Oliani,Italy,2023-01-14,2,"Bad experience with special meals on board, it was not possible to change them on website or app and we had normal meal but we were not able to eat anything because we are allergic to dairies. Fortunately the cabin crew tried to help with some bread and side dishes. Contacting their help 24 hours before the flight was not useful at all.",,Couple Leisure,Economy Class,San Jose to Paris,January 2023,3.0,4.0,1.0,3.0,2.0,2.0,2,no,True,San Jose,Paris,,Positive,0.6486
104,A Heale,United Kingdom,2023-01-10,9,"Flown with Air France many times over the last 20-30 years. This flight was just a highlight about why we use Air France whenever possible. Cabin crew are very friendly, happy to have a conversation and make you feel very safe and comfortable on the flight. Short haul food is very good, and a wide range of free drinks including wine available to economy passengers is great. Luggage policies are very reasonable and it doesn’t cost much to add on extra bags or suitcases. Boarding was very efficient and both our flights were on-time. Highly recommend using AF, customer service is outstanding.",A320,Family Leisure,Economy Class,Edinburgh to Paris,November 2022,4.0,4.0,5.0,,5.0,,5,yes,True,Edinburgh,Paris,,Positive,0.9876
105,N Yavonych,Germany,2023-01-10,10,"HAM to CDG and return. Two short hops of 70 min each. Purchasing ticket and options via AF app was a breeze. Same for online check in. All was easy, clear and working well. At both airports I used self-serviced bag drop-off. You come to the unmanned kiosk, scan your boarding pass, then it prints your bag tag, you attach it to a bag, place the bag on the belt, scan the tag and your bag is checked. At both stations it didn’t take me more than 3 minutes with zero queuing time. At the same time queuing to normal check in desks would have taken good 20 minutes (also quite bearable if you arrive on time). My first flight was delayed by 1 hour. The delay was managed perfectly. Push notification and email on the mobile phone with new estimated boarding time and gate number, instant update of the boarding pass via app and proper announcement at the gate. Inflight information on missed and rescheduled connections was sufficient and clear. In the air they have managed to serve small snack with round if drinks (tea, coffee, soda, beer, wine). I purchased inflight internet access. The price was ok, speed was fine for browsing websites. If you need just messaging you can get a free plan for the whole duration of your flight. Cabin was clean and fresh (brand new A220) with reasonable comfort. On the way back it was HOP (regional subsidiary of AF) with older E190. Embraer fleet have no onboard internet access, but otherwise they are more comfortable with wider seats and more legroom. Service standard was identical to AF mainline with super friendly and professional crews. HOP flights use 2G terminal at CDG which is a small regional terminal located afar from the main area where all big terminals are. It requires a separate bus ride in addition to rail or bus city link, so mind it and allow extra 20 minutes if you’re leaving from there. On my flight to Paris baggage was on the belt within 30 minutes after disembarkation, when in Hamburg it took around 20 minutes to deliver bags.",A220-300 / E190,Solo Leisure,Economy Class,Hamburg to Paris,December 2022,4.0,5.0,5.0,,5.0,5.0,5,yes,True,Hamburg,Paris,,Positive,0.9885
106,R Marler,United States,2023-01-09,1,"Customer service on the phone were both incompetent and rude. Took 4 days of being told to call back in 24h and receiving no help. Every person we spoke to at the check in desk and ticketing sales was nasty. Air France customer service at LAX is awful, one older French woman at ticketing sales was aggressive in her rudeness. My partner and I will never fly Air France again, it was such an upsetting experience considering how much we paid.",,Couple Leisure,Economy Class,Paris to Los Angeles,January 2023,3.0,4.0,3.0,,1.0,,1,no,True,Paris,Los Angeles,,Negative,-0.8897
107,M Garela,Czech Republic,2023-01-08,2,"Our baggage did not make the destination airport. Air France told me initially that I will get them the day after (today) - which I have been told is no longer the case, right now I already expect them tomorrow. I live in the Czech Republic and I have spent 1 month in Spain. I had to take casual and business clothes with me, as well as gym clothes. As a consequence, I do not have clothes to work tomorrow, neither for my gym session. Additionally, I have my winter jacket in the missing baggage. Being in Prague and being in winter, I can not go anywhere without it. For this reason, I am going to buy at least some business clothes and gym clothes so I can make it through the day tomorrow. Air France does not want to compensate for any of the costs involved on this as they say I have a permanent, and not a temporary address. I do not care what the policy say, this is going to cost me money and make me waste time. Being such a well known company, I trusted Air France. The whole experience of missing a baggage starts on the airport, where you are waiting for longer as your bags do not come. Then filling all the paperwork on the baggage claim desk. Afterwards, having to call the company and waiting for customer service to answer so you can get to follow up your case with disappointment to hear that it is not going to make it on the right time. Followed by wasting time shopping things that you already have. How is possible that a customer can not be compensated for such a cost, waste of time, and bad experience?",,Couple Leisure,Economy Class,Barcelona to Prague via Paris,January 2023,3.0,3.0,2.0,1.0,1.0,2.0,1,no,True,Barcelona,Prague,Paris,Negative,-0.6705
108,K Morton,Spain,2022-12-16,3,"I arrived to Palma de Mallorca, Spain from San Francisco, California on September 23rd, 2022. I filed my missing baggage claim on the 30th of September, 2022 and presented receipts for some of the articles I had replaced within that time frame between my arrival and my request for compensation. I was awarded the money compensation I applied for and the Air France Customer Care Assistance said they would have the money wired to my bank account over the next several weeks. I haven't seen a penny of the compensation. I called Air France Spain yesterday and the representative reopened the claim for investigation into whether or not the payment was initiated or not or if I may need to provide additional bank account information. Instead of further investigation or engagement with me, I received and email stating that the claim was handled ""correctly"" and that no further correspondence with me would be continued based on this topic. So, in the end, I have received no compensation I was told I would receive and no follow-up was even considered. Now, I will turn to contacting their customer service via social media to see if I shall get a different result. Unfortunately, according to the email, it was one representative navigating my claim this entire time with no option to speak to the person directly in charge of discharging financial compensation. Be careful with your items with Air France and I recommend keeping more of your valuables and preferred clothing in your carry on bag. I lost a lot more than I can afford to replace on my Spanish income. I would share screenshots of the email in question but it is forbidden. ",,Solo Leisure,Economy Class,San Francisco to Palma de Mallorca via Paris,September 2022,3.0,3.0,4.0,5.0,3.0,,3,no,True,San Francisco,Palma de Mallorca,Paris,Positive,0.8625
109,H Khoury,United States,2022-12-04,7,"The plane was nice. IFE was pretty good. The main meal was decent but the second meal was a small snack delivered in a small bag. The staff in the plane from Chicago to Paris was not very friendly. The staff in the way back from Paris to Chicago was very kind and helpful. Big difference. Lastly, my checked bag didn't make it to Chicago. The staff at Chicago didn't really want to help me. One spent a few moments trying to register a claim, gave up, handed me a card with instructions and walked away. I tried someone else about 15 minutes later, while she was not happy to help, she did complete the claim for me which I appreciated. The bag was delivered to my door, 200 miles from the airport, the next day was was great. I would fly Air France again.",A350,Solo Leisure,Economy Class,Chicago to Paris,November 2022,4.0,4.0,3.0,4.0,3.0,3.0,4,yes,False,Chicago,Paris,,Positive,0.9893
110,Paul Bailey,United Kingdom,2022-11-28,9,"The Manchester to Paris segment was very average with a very poor seat pitch but for a 1hr 20 min flight I could grin and bear it. However the Paris to Bangkok segment was excellent on all counts. The service provided by Aurelie Luche was outstanding, professional and ever so efficient and friendly. The food for the 11hour and twenty minute flight was plentiful and tasty. The overall comfort of the seat was not that outstanding but I have to say that what was my first flight with Air France it certainly won't be my last. Well done to the crew, especially to Aurelie.",A320 / Boeing 777-200,Solo Leisure,Business Class,Manchester to Bangkok via Paris,November 2022,3.0,5.0,5.0,4.0,4.0,,5,yes,True,Manchester,Bangkok,Paris,Positive,0.9741
111,John Galbo,United States,2022-11-22,10,"Glitch with agent put me in regular window seat, instead of paid exit row. Although plane was near capacity, flight attendant went to great lengths to find me an aisle seat and overhead space for camera equipment. Just after take off, one of my ear buds became dislodged and fell to floor. I was not able to find it for duration of flight. After everyone else deplaned, I searched to no avail, and was about to quit the search. 3 flight attendants joined the search, and one of them found missing ear bud 4 rows behind my row. The pair retails for $250! I thanked her profusely, and offered to send her a photo gift. I hope she replies. This flight crew was very professional, positive and engaging.",Boeing 777-200ER,Business,Economy Class,Paris to Miami,November 2022,4.0,5.0,4.0,5.0,4.0,5.0,5,yes,True,Paris,Miami,,Positive,0.9559
112,J Sheare,United States,2022-11-17,8,"Wonderful flight. Extremely professional crew and delicious food. I didn't love the seat and found it a bit narrow compared to others, but didn't detract from the experience. Would recommend.",Boeing 777,Solo Leisure,Business Class,Mexico City to Paris,November 2022,2.0,5.0,5.0,5.0,4.0,4.0,5,yes,True,Mexico City,Paris,,Positive,0.9367
113,J Rainier,United Kingdom,2022-11-14,8,"A good return trip to PUJ in the Caribbean with AF from CDG. They have a very solid product. Good quality food -two services - and even champagne in economy which is a great classy touch. Cabin crew were immaculately presented on both legs and friendly and highly professional. Additional drinks on demand. IFE is not to my taste but I am not a big user of IFE. If there was any fault it would be the numerous announcements in English, French and Spanish which was a bit much. Also lights a bit bright at other times. Baggage handling and check in fine on both legs. A good solid product from a classic legacy carrier.",Boeing 777,Couple Leisure,Economy Class,Punta Cana to Paris CDG,November 2022,4.0,5.0,4.0,3.0,4.0,,5,yes,True,Punta Cana,Paris CDG,,Positive,0.9712
114,Marcia Magnus ,United States,2022-11-08,2,"Air France business class lounge in Zanzibar is non-existent! Air France in Zanzibar does not have a contract for its passengers to use the Business Class lounge so even if you have paid for a business class ticket, to use the lounge in Zanzibar airport, you will be told to pay USD $30. Air France knows that their business class passengers will not be able to use the lounge and they make sure not to advise passengers. You will make the discovery when you attempt to enter the lounge. When I contacted Air France for a refund, they told me that they are not responsible for business lounges outside of France! That’s called collecting money under false pretences!  I went online to request my gluten-free meal. I called Air France twice to confirm that the meals had been ordered. However, on the 8 hour flight from Paris to Miami, Air France forgot to provide a gluten free meal. So I enjoyed nuts and juices for the 8-hour flight. When I contacted Air France, they told me that they were sorry. No compensation for their error. The moral of the story - if you need a gluten-free meal in business class, take your meal on board with you! That's after you pay the business class fare of $3200!",,Business,Business Class,Miami to Zanzibar via Paris,August 2022,3.0,2.0,1.0,1.0,2.0,1.0,1,no,True,Miami,Zanzibar,Paris,Positive,0.6124
115,S Meyer,Germany,2022-11-05,9,Nice short trip on time. We were even served a sandwich and drink on a 45 min flight. Outstanding: due to train delay I arrived at airport just 40 min before flight. Pulled me through first and even baggage arrived.,Embraer 190,Couple Leisure,Economy Class,Düsseldorf to Paris CDG,October 2022,4.0,5.0,4.0,,5.0,,5,yes,True,Düsseldorf,Paris CDG,,Positive,0.6705
116,Jérôme Herbaut,Belgium,2022-10-31,1,"Our flight in June 2022 was already late, and once in the plane and already moving on the ground in order to take-off, the crew detected a fuel leak,o we had to ""pass by technical control"", while remaining in the plane. After having waited 1 hour in the aircraft with an obviously upset crew, they finally told us that this aircraft could not fly and that we have to wait in the airport for another aircraft to continue our journey. After waiting 2 hours in a very limited area, Air France announces that we can eventually not depart ""as we will land in Pointe-à-Pitre too late because there is a curfew"". So we have to move in the main lobby to pre-check-in for the next day, but we have to wait again as they don't know from which airport in Paris we have to leave the following day. So the desk remains closed. It's already been 5 hours since the trouble started, and at last they provide us with a bottle of water. Nothing before. Everyone is getting very upset with the situation and waiting for Air France to organize our unexpected night in Paris, to finally hear : ""We will not take care of your accomodation and transportation, please make your own plans, we will reimburse you afterwards"". The flight was in June, nothing has been reimbursed so far, and not even my request has been answered by October. ",,Couple Leisure,Economy Class,Paris Orly to Pointe-à-Pitre,May 2022,2.0,1.0,2.0,3.0,1.0,1.0,1,no,True,Paris Orly,Pointe-à-Pitre,,Negative,-0.2537
117,Vassen Kauppaymuthoo,Mauritius,2022-10-31,6,"Air France Business Class Mauritius to Paris Boeing 777. Recent seats and good food but got the impression that the cabin crew forgot me. Meal selection was limited, forgot to serve me dessert. When asked it was served on the table without table cloth without any napkin. When asking for a napkin, I was given a large table cloth. For breakfast had to use the call button a few times to get an orange juice and another tea. Travelling is not only about cabin product seats and meals, you need to feel welcomed and pampered. This was not the case for Air France crew on this flight.",Boeing 777,Business,Business Class,Mauritius to Paris,October 2022,4.0,1.0,4.0,3.0,2.0,5.0,2,no,True,Mauritius,Paris,,Positive,0.7096
118,N Siotto,United Arab Emirates,2022-10-25,8,One of the most comfortable Premium Economy seats. Brand new aircraft. Flights on time both outbound and inbound. Onboard staff very courteous and professional. Onboard Wi-Fi probably the best connection I have experienced in the air. The only downsize is the food. So far the worse even compared to an average economy class. Food was disappointing. If not for the food I would have voted 10/10.,A350,Family Leisure,Premium Economy,Paris to Dubai,October 2022,5.0,5.0,1.0,,4.0,5.0,5,yes,True,Paris,Dubai,,Positive,0.6808
119,J Dersen,United States,2022-10-23,2,"I will never fly Air France again and urge you not to if you have a choice. For reference, I previously worked for an airline, so I am very familiar with flying. First, for our first short flight our Viking Cruise got us to the airport 4 hours early (this was not Air France's fault), but Air France didn't open their ticket counter for another two plus hours, so we couldn't check in and had to sit with our bags in ticketing for a long time. On the long leg of our trip, the 8.5 hour flight, we didn't leave until about 30 minutes late (we were sitting on the plane) and then they didn't tell us until we'd already taken off that we wouldn't have internet for the flight. I did not pay 5k for my seat to not be able to contact my pet sitter or download a book for 9 hours. The also didn't have internet on a short leg on our way to Barcelona.",,Couple Leisure,Business Class,Paris to Chicago,October 2022,3.0,2.0,1.0,1.0,2.0,,1,no,True,Paris,Chicago,,Negative,-0.5106
120,G Parsen,United States,2022-10-22,1,"We got to CDG airport 3 hours before departure, and we had to run to catch the flight. Long lines, some counters were closed while the ground staff was chatting, no sense of urgency from anyone. The supervisor was less helpful than the others. When we landed at LAX, we didn't find our luggage, and AF personnel had no idea of where it was. It was left in front of the house door the following day without even ringing the bell. We found the bag broken and unrepairable and AF only reimbursed us for 15% of the value for a new bag, with no explanation. ",,Couple Leisure,Economy Class,Paris to Los Angeles,September 2022,3.0,3.0,2.0,3.0,1.0,,2,no,True,Paris,Los Angeles,,Positive,0.5729
121,Iulia Florea,Romania,2022-10-21,1,"They have cancelled the flight 15 minutes before departure. They have booked me another flight without asking about my preferences at >than 48 h after the original one. After spending a lot of time listening to their music while waiting for someone to pick up the phone in Customer Care, they hung up the phone in the middle of my question without providing useful information. They seemed very bothered by the fact that I could have used some help.",,Business,Economy Class,Bucharest to Paris,October 2022,,,,,1.0,,1,no,True,Bucharest,Paris,,Neutral,0.3387
122,Tobias Von Ahn,United States,2022-10-19,1,"We (a family of 4) made a trip to Hamburg in early July and had a stop in Paris. Our first flight had a 2 1/2 hour delay so we couldn’t catch our connection flight. In Paris we spend over 2 hours to find someone feeling responsible for getting us on a new flight. On one of the biggest International Airports in Europe! After a delay of 6 hours we finally arrived in Hamburg, where we recognized that all our 5 Baggage pieces went missing. We immediately made an AHL Report and headed to our Vacation home without any clothes. We made necessity purchases over the 17 day vacation because our baggage still was nowhere to be found. I made a Claim on the Air France Website for those necessity purchases on day 14 of the vacation. After 21 days I made a claim for lost baggage because the baggage still hasn’t arrived. After 28 days 3 of 5 baggages arrived at our home. The remaining 2 haven’t arrived now for over 3 months. The customer Support took forever to just answer and asking simple questions about data that already has been send over and hasn’t paid any compensation yet. They write mails in which they said you have been on a totally wrong flight on a wrong date. For example they wrote we have been on a flight from Paris to Havana on October 11. Somehow they even closed the claim for the missing baggage although 2 pieces are still missing and on the date of the claim 3 pieces have been already missing for over 21 days. Their Website states that after 21 days you’re baggage is supposed to be lost and you are qualified for a compensation.  Never again Air France, worst experience ever.",,Family Leisure,Economy Class,Washington to Hamburg via Paris,July 2022,2.0,3.0,1.0,4.0,1.0,,1,no,False,Washington,Hamburg,Paris,Negative,-0.9249
123,P Kartilla,Finland,2022-10-16,9,"I had tried to upgrade from economy to premium economy online, but there was no availability. When I was already seating while the plane was about to leave, the flight attendant came to ask if I still wanted to move to premium economy and pay with my miles. This was a pleasant surprise and I enjoyed the extra space on this long night flight. The premium economy seat was comfortable and the service friendly.",Boeing 787,Business,Premium Economy,Bogota to Helsinki via Paris,October 2022,4.0,5.0,4.0,5.0,4.0,,5,yes,True,Bogota,Helsinki,Paris,Positive,0.93
124,G Schaeffer,France,2022-10-12,2,"An unreliable company, with careless customer service. My flight was permanently further delayed with nonsense announcements, culminating when Air France App claimed at 6h07 pm the flight was scheduled to leave at 5h15pm (see picture)! We finally left with 2h delay (for a 1h flight). No WiFi on board contrary to what was advertised before the flight and even on board. The cabin crew was unapologetic. No way to work or inform business partners at MPL of my scheduled arrival time. In-flight ""business"" meal consisted of nuts, one cookie, and a drink. I don't see the difference with ""economy"". Finally arrived starved, late, having lost my business day. Despite Platinum loyalty status and flying business class, all this was considered not worth any compensation by AF customer service. I regret not having traveled by train.",A321,Solo Leisure,Business Class,Paris to Montpellier,October 2022,3.0,2.0,1.0,,1.0,1.0,1,no,True,Paris,Montpellier,,Negative,-0.9528
125,N Walden,Canada,2022-10-10,10,"I was very fortunate to fly business with Air France, first Toronto to Paris, after being bumped by WestJet, and taking a flight a few hours later, which was excellent. Then even better was my flight Paris to Vancouver, with the lovely and very efficient flight attendant. I felt her performance alone deserved attention for how special it was. The food and wine was extraordinary, no request was too much, and I enjoyed getting to try to converse in French. I don’t write a lot of reviews, and I usually travel Star Alliance, but for Air France, I’ll gladly make exceptions going forward! I will see Air France in business again in April, to Paris and Lisbon, I cant wait! ",Boeing 777-300,Solo Leisure,Business Class,Paris to Vancouver,September 2022,5.0,5.0,5.0,4.0,5.0,,5,yes,True,Paris,Vancouver,,Positive,0.9698
126,S Hurschen,Germany,2022-10-08,9,"Very Smooth flight. Seat space is very comfortable for economy, 81 cm much more than others offer. Good entertaining and nice crew. Free champagne and a nice dinner with several courses free wines and a pre landing snack. Only the snack was bad and only dry bread. Delay one hour but arrived on time. Would fly Air France again.",Boeing 777-200,Couple Leisure,Economy Class,New U=York to Paris,October 2022,5.0,5.0,4.0,5.0,4.0,,5,yes,True,New U=York,Paris,,Positive,0.9493
127,K Samuels,Germany,2022-10-03,2,"New York to Stuttgart via Paris. I had a bad experience, on my flight from New York to Paris. Firstly everything was so uncoordinated, the flight got delayed, even the staff from the plane wasn’t in yet even though the boarding would be in 5 minutes. While we was flying there were many inconveniences. First the AC was so cold that I froze the whole time, secondly we flew at night (0:30) and people wanted to sleep but the lights from the airplane were fully on. It was a longer flight but we didn’t receive much to eat and when they came by with water, tea, coffee they didn’t asked me, just a few passengers.",,Couple Leisure,Economy Class,New York to Stuttgart via Paris,October 2022,3.0,1.0,1.0,2.0,1.0,3.0,1,no,True,New York,Stuttgart,Paris,Negative,-0.765
128,Bridget Hitchcock,United States,2022-09-30,9,"We had the best flight attendants. They were lovely. Very attentive to the passengers, very friendly. We were on flight 338 on September 29 leaving Paris to Seattle at 14:15.",,Solo Leisure,Economy Class,Paris to Seattle,September 2022,4.0,5.0,5.0,5.0,3.0,5.0,5,yes,False,Paris,Seattle,,Positive,0.9001
129,G Parker,United Kingdom,2022-09-30,1,"London to Dubai via Paris. After being unable to make my journey and trying to rebook my ticket the customer service has been utterly terrible. They wouldn't offer a refund, instead offered to rebook and call back once the fees were calculated within 48hrs. This never happened, and when trying to check my flight details on the app and found there was nothing there - I called them back and was told my £825 ticket was cancelled. I have spent many days talking to various people over the phone having no clue, but at the same time scared to summon one of their supervisors who are always 'in a meeting' - it's been a month now. They now refuse to do anything about my tickets, constantly hanging up without offering any resolve, the outsourced call centre obviously doesn't care for the reputation of the Airline. I have never had this bad customer service with any airline regarding cancellations and rebooking/changing of a flight and I've been travelling to medical conferences and meetings for 50+ years. Unless you really have to, I would avoid this airline like the plague (I only took this airline based on my daughter's word and recent travel), they do not care for your custom, they don't even have any Air-France staff at the check-in desks in Heathrow.",,Business,Economy Class,London to Dubai via Paris,September 2022,2.0,2.0,,,1.0,,1,no,True,London,Dubai,Paris,Neutral,0.1922
130,B Galeda,Spain,2022-09-27,1,"Flights cancelled at short notice, no rebooking options, no compensation. I had to buy a new ticket and it took them over 2 months to refund the previous one. Aircrafts were fine, service was standard for long haul. 3 pieces of luggage delayed for 75 days, no information from their customer service, hard to reach and rude. Worst experience with an airline, they'll never see me again.",Boeing 777,Solo Leisure,Economy Class,Hamburg to Punta Cana via Paris CDG,July 2022,3.0,2.0,2.0,,1.0,,1,no,True,Hamburg,Punta Cana,Paris CDG,Negative,-0.8519
131,H Verhamme,United States,2022-09-26,10,"Air France has been improving recently even if I already enjoyed flying this Airline,. CDG could be a small downside for a few people but I've always loved it, even though everything might take a few more minutes, I have always like it because it's beautiful!",A350,Family Leisure,Economy Class,Atlanta to Paris,June 2022,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,False,Atlanta,Paris,,Positive,0.9403
132,Andrew Stevenson,United Kingdom,2022-09-23,1,"The airline sold me a ticket, changing in Paris, but left nowhere near enough time to get through security and run across the airport. It was pretty humiliating, and the staff were incredibly rude. When I complained about it, the customer service lady threatened to cancel my return ticket and actually dismissed me with a 'dusting off her hands' motion. They have completely ignored my request for a refund (it left me £233 out of pocket and with a ruined trip. It took all day just to get home).",,Solo Leisure,Economy Class,Birmingham to Paris via Budapest,April 2022,1.0,1.0,,,1.0,,1,no,False,Birmingham,Paris,Budapest,Negative,-0.8769
133,B Warrington,United States,2022-09-20,1,"My original flight had mechanical problems while in flight, so we diverted to Milan and endured hours of delay in getting to our final destination of New York-JFK. It was an awful ordeal. I submitted a delay compensation request back in January, and they finally approved it in September (more than 8 months to process!), but only for one of the two passengers in the reservation. I supplied them with all of the documentation they requested for both passengers. They have been unfriendly and unhelpful in getting to this point, and now after eight months of waiting, they are making me still fight them for the proper compensation amount. All I'm asking is that they follow the standard regulations set forth by the European Union. Nothing more, nothing less. ",,Couple Leisure,Economy Class,Milan to New York via Paris CDG,January 2022,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Milan,New York,Paris CDG,Negative,-0.9022
134,Tan Chen Hui,Singapore,2022-09-08,9,"Overall, a pleasant flight. The mini croissant served on the E190 was tasty. As for the food on the A350, it was satisfying enough but was not up to my expectations. Flight attendants were smiling.",A350/E190,Family Leisure,Economy Class,Singapore to Nuremberg via Paris,September 2022,4.0,5.0,4.0,5.0,5.0,2.0,5,yes,False,Singapore,Nuremberg,Paris,Positive,0.8316
