,authors,countries,date,rating,reviews,aircraft,traveller type,seat type,route,date flown,seat comfort,cabin staff service,food & beverages,inflight entertainment,ground service,wifi,value for money,recommended,verified,start airport,end airport,transfer airport,sentiment analysis,sentiment analysis scores
421,Abdumutal Razikov,United Kingdom,2021-06-04,1,"We use to travel Wizz Air regularly. Price are not to bad depending on period of year. But our last experience is below standards. I have spoken to 3 different costumer services operator trying to get some information. Staff are not trained, they are not able to answer your enquiries. One of them start to read from some T/C book but able to explain it. Shockingly they are rude too. Told me to come to Airport and they will decide there if my son can fly or no. They said they were unable to send confirmation for this conversation, they don't respond email as they policy. Train your team, create easier way to communicate with your costumers. Cr",,Family Leisure,Economy Class,Burgas to Stansted,December 2020,,,,,,,3,no,False,Burgas,Stansted,,Negative,-0.4939
422,Taegan Williams,United States,2021-06-01,1,"Wizz Air is the worst airline. We have had our flights changed 4 times prior to our trip. After our trip, they changed our flight again and left us stranded in the airport for another 4 days. Do not use this company.",,Family Leisure,Economy Class,Iceland to London,June 2021,1.0,1.0,1.0,1.0,1.0,1.0,1,no,False,Iceland,London,,Negative,-0.5719
423,D Norton,United Kingdom,2021-03-23,1,I bought the flight ticket for Christmas with protection of Wizz Flex but had to cancel it due to Covid. Wizz Flex allowed me to have a full refund but we started to be in lockdown so I did not even think to fly or even book a flight anywhere. I felt unsafe to fly. Recently I check my Wizz Air account and realized that my funds are expected and they actually expired today so I contacted Wizz Air thinking that due to Covid they will give me my money back and I will have longer time to buy a ticket as we are in UK lockdown but it did not happened so I lost money and I was late a few hours maybe. I think it's extremely unfair. How someone can use money and buy a ticket if flying is actually not safe during Covid? ,,Solo Leisure,Economy Class,London to Olsztyn,December 2020,3.0,3.0,,,1.0,,4,no,True,London,Olsztyn,,Negative,-0.4391
424,Alma Marku,Italy,2021-03-14,1,"Few days ago, i had a ticket da Milano a Tirana. I payed 11€ for extra bag 10kg, when I arrived in airport they took from me an extra 30€ for bag. I am very disappointed. Another case, when I postponed my ticket from 90€ which I paid, they gave me just 10€. I did the same thing with Air Albania and the gave me back all the money without any fee.",,Solo Leisure,Economy Class,Milan to Tirana,March 2021,1.0,1.0,,,1.0,,2,no,False,Milan,Tirana,,Negative,-0.6597
425,Adriana Dina,United Kingdom,2021-03-09,1,"Terrible customer service, useless is the best word. They have no clue about their company’s policy, if asked to give a manager or someone else to speak to, they refuse. So they are denying one of our rights. Was refused boarding to me and my kids for an absurd reason, when I confronted them that their policy does not state such thing they were looking for different stupid reasons to deny boarding. Rude boarding staff and unprofessional. When made the complaint to them to refund my fly tickets money, had the same bad experience with their staff. They gave me a link to complain to European Commission and also gave me 2 other websites in Hungarian language to look for details I needed. I felt they were making fun of me with those websites. Obviously I don’t know a word in Hungarian.",,Family Leisure,Economy Class,Luton to Craiova,February 2021,3.0,1.0,2.0,1.0,1.0,,3,no,True,Luton,Craiova,,Negative,-0.9726
426,G Ingran,United Kingdom,2021-03-01,9,"I have had a mixed experience with Wizz Air in the past. In December 2020 my flight was cancelled, and I was trying to receive the money-back. Wizz Air fulfilled their part of the agreement within few weeks. I know that completing online forms and changing wizzair account to a bank account and losing 20% was a bit annoying, time-consuming and confusing. However, in the current situation, I have to say- well done Wizzair. I  sent an inquiry email two weeks ago, received the reply 6 days later stating that the money was transferred already some time ago. ",,Couple Leisure,Economy Class,London to Poznan,December 2020,,,,,,,5,yes,True,London,Poznan,,Negative,-0.4939
427,Hristina Dineva,United Kingdom,2021-02-14,1,Never have I experienced such appalling customer service. I have been waiting to travel to Sofia for months now and they denied me boarding without any justifiable reason. The manager at the check in desk was incredibly rude and disrespectful. I was asking him for advice and trying to speak to him and he just kept ignoring me and said 'I've got a queue to deal with'. I has on the phone to Wizz Air customer service twice and both times they were very useless just trying to close the phone as quickly as possible. Please avoid this airline at all costs! Only reason I decided booking with them is because they are the only airline travelling during Covid but after this experience I will never be flying with them again.,,Solo Leisure,Economy Class,London to Sofia,February 2021,1.0,1.0,,,1.0,,1,no,False,London,Sofia,,Negative,-0.8718
428,M Thompson,United Kingdom,2021-02-08,1,"Probably the only airline that doesn’t provide carry on hand luggage. What the airline considers as “carry on” would be the equivalent of a “wallet”. I have no problem paying, I just don’t like the fact the airline tries to charge as your boarding the plane. If the ticket does not include carry on then make this clear. It was evident 95% of the plane didn’t know, as they were all shocked they were charged whilst waiting by the gate. Avoid Wizz Air like the plague or Covid-19 and the unprofessional Wizz air staff at Gibraltar airport.",,Couple Leisure,Economy Class,Gibraltar to London,December 2020,2.0,2.0,2.0,,1.0,,1,no,True,Gibraltar,London,,Negative,-0.296
429,Nadir Krnic,Sweden,2021-01-31,1,"I planned to utilize a credit from a cancelled flight, and booked a ticket. I selected 'use my credit' option, but they anyway charged my credit card (details were stored with my profile since last booking). After I realized my credit card was charged for full amount I immediately called the customer service. Firstly, like no other companies they extra charge those phone calls at rate 10 SEK per minute, and on top of it let you wait few minutes. They are not willing to help, and the only answer you get is no, regardless of the question. I cannot use my credit for this ticket, they want reimburse me and cannot utilize the credit to book a ticket for my wife. So now, I feel cheated and humiliated. Besides, I have pretty bad experience from flying with them before, did not travel with them for years and now I can see they managed to become even worse since then. After this I can only advise - stay away from Wizz Air!",,Couple Leisure,Economy Class,,January 2021,,,,,,,1,no,False,,,,Positive,0.8658
430,Ioan Sabaila,Germany,2021-01-19,1,"In case of any type of issues that involve Wizz customer service (e.g. flight cancellation, delays), one will be 100% unpleasantly surprised by the low quality Wizz offers in this segment Actually there is no appropriate support whatsoever. Despite the online ""fill in complaint"" or phone contact (at very high costs in case someone answers), Wizz Air treats its customers with indolence and ignorance. Best case one gets a standardized complaint confirmation answer and nothing else. Despite iterations Customer experience is greenfield for this airline company and anyone booking with them should reckon with extremely poor customer experience.",,Solo Leisure,Economy Class,Memmingen to Timisoara,October 2020,3.0,2.0,,,3.0,,3,no,False,Memmingen,Timisoara,,Neutral,0.2721
431,V Pearce,United Kingdom,2021-01-15,1,"I paid £49.50 to have my bag transported in the hold but it did not arrive at the destination. The baggage handler assured me this would be sent onto my accommodation but this did not happen. I was unable to contact anyone from Wizz Air or their baggage handler Avia Partner who was able to help. Neither company had an open office at the airport. As I had no luggage whatsoever, I was forced to curtail my trip. I later found out that my bag had been held at Gatwick and no attempt had been made to send it onto me. Wizz Air have declined to reimburse me for expenses incurred apart from basic toiletries and underwear. The worst thing is they haven't agreed to refund the hold baggage fee even though this is a service that was never provided! The bottom line is don't expect this company to help you whatsoever if things go wrong. You would have more luck shouting at a brick wall.",,Solo Leisure,Economy Class,London Gatwick to Tenerife,December 2020,1.0,2.0,,,1.0,,1,no,True,London,Tenerife,,Positive,0.6486
432,J Shaw,Spain,2021-01-05,1,"I couldn't legally travel and the airline refused to refund or allow a change of flight. I've asked for a statement that they won't provide a refund so that I can claim it through insurance and they refuse to provide one. The customer service is extremely rude and absolutely useless! Their website doesn't even make sense, none of their customer emails work, if they cant set up a proper email I wouldn't trust them to fly a plane.",,Couple Leisure,Economy Class,Luton to Gibraltar,December 2020,1.0,1.0,,,1.0,,1,no,True,Luton,Gibraltar,,Negative,-0.6651
433,Georg Zercher,Germany,2020-12-20,1,Wizz Air is a low cost airline.  Nevertheless if you have a ticket for this flight it is a comment way of Wizz Air to wright to customer with extremely low price tickets that the flight is canceled but this is not true. It happens to me with the flight on the 19th of December from Larnaca to Dortmund. Wizz told me the flight is canceled and after several complains were not answered. In the same time they ask my partner to check in. All the email correspondence are with me.,,Couple Leisure,Economy Class,Larnaca to Dortmund,December 2020,,,,,,,3,yes,False,Larnaca,Dortmund,,Negative,-0.7425
434,Tahira Nasreen,United Kingdom,2020-12-19,1,The wont say in the email that IF you don't check in online then you must pay at the airport to check in. Such a cheap way to make money! So misleading. The staff isn't helpful at all. I will never fly with this terrible airline again!,,Family Leisure,Economy Class,London to Athens,October 2020,1.0,1.0,1.0,1.0,1.0,1.0,2,no,True,London,Athens,,Neutral,0.308
435,R Mann,United Kingdom,2020-12-18,1,"The worse experience ever had! The staff rude and unhelpful. They refuse to give me their name or show me their badge also they speak between them in their language. They did not allow me to fly for a single mistake typing on the government form. Plus, there is not any refund and our holiday destroyed, as the Covid test is accepted just for 72 hours. Such a unprofessional staff. It is definitely last time when use their company.",,Couple Leisure,Economy Class,Gatwick to Athens,December 2020,,,,,1.0,,1,no,True,London,Athens,,Negative,-0.8402
436,S Kalinski,United Kingdom,2020-12-12,1,The worst airline. You have to pay for 10kg baggage and cannot take it to airplane. They charge for everything extra and prices are like BA. Ridiculous.,,Solo Leisure,Economy Class,Luton to Gdansk,December 2020,1.0,1.0,,,1.0,,1,no,True,Luton,Gdansk,,Negative,-0.5994
437,M Bee ,United States,2020-12-11,1,"I booked a flight a while back to travel in March of 2020. But COVID-19 happened. I received a voucher for flight credits and was able to convert it back to cash to get my refund on my card. From March 2020 to now December 2020 I have still only received half of my refund. There is no number for Americans to call so I am stuck emailing. Everything went fine and I was initially told my refund would be processed. Months went by and I had only received half of it in May. I emailed again in July and by August or September I was told in 14 to 20 business days I would receive the other half. Over a month went by and nothing. I contacted once more in November and this time they sent “a receipt as proof that the payment was sent out” I guess they got tired of hearing from me and the next time I try to make a claim they will say they it was already sent out and the receipt is proof. They might has well has returned my flight credits. Choose another airline, these people are ripoffs. They will not refund your money.",,Solo Leisure,Economy Class,Bucharest to Tel Aviv,March 2020,,,,,,,1,no,True,Bucharest,Tel Aviv,,Positive,0.5423
438,Evald Ibrahimi,Italy,2020-11-04,1,"Wizzair changed my flight and don't want to send me a refund because according to them I have accepted the new dates which is not true. Also i read about somebody that is compainin about the ""payable seat"" and it is true. you have to pay in any case 10 euro for leg per each passenger!  Stay away from them!",,Family Leisure,Economy Class,,November 2020,,,,,,,1,no,True,,,,Positive,0.7964
439,Roy Asaf,Israel,2020-11-03,1,"I bought flight tickets on 29th of August, after less than a week I got an email that the flight was cancelled. I asked for a refund, it was very hard to even ask for it cause they sent me to different places till finally found the right person. They said they would refund the money. Ok so I waited and no money is coming so I contacted my bank for a Chargeback and they are taking care of it as we speak. ",,Business,Economy Class,Cyprus to Ukraine,August 2020,,,,,,,1,no,False,Cyprus,Ukraine,,Neutral,0.4588
440,Adrian Wilson,United Kingdom,2020-11-02,2,"I cannot claim to submit the worst review of Wizz Air because others have had some pretty horrific experiences, but their current system of allocating seats prior to check-in is almost certainly bending the law to breaking point. They are very clearly stating on the website that you can check-in between 3 and 48 hours before the flight and a seat will be allocated to you for free. This is patently not true as they are blocking any form of on-line check in unless you buy a seat (currently we are 14 hours before take off and this is still the case). So, we wait to see if they will honour this commitment. Be very wary of this airline, they are playing loose and free. Give me Ryanair any day. ",A320,Solo Leisure,Economy Class,Luton to Sofia,November 2020,2.0,2.0,,,3.0,,1,no,False,Luton,Sofia,,Positive,0.9002
441,George Blajiu,United Kingdom,2020-10-27,1,"Due to the covid-19 lockdown I had to cancel my flight. I asked for a refund. They sent me an email to choose a refund in my account or in my bank account. I answered that my refund should be into my bank account. I received the same email a couple of times and I gave the same answer. Then...nothing but silence. After a while I received an email telling me that the money had gone onto my Wizz account because I didn't submit my choice of how they should process my refund. I said to myself that in the end it is not too bad because sooner or later I will need to use the Wizz flights. Last week I checked my account and big surprise, no money in my account. I sent an email, receiving an automated registration email, but silence so far and no one interested to check with me.",,Solo Leisure,Economy Class,London to Constanța,August 2020,,,,,,,1,no,False,London,Constanța,,Negative,-0.1779
442,Marcus Sende,Norway,2020-10-22,1,Gdansk to Trondheim with Wizz Air. Thought I had bought some cheap tickets home. Turns out the only thing cheap was their service. Loads of different hidden fees made the ticket three times more expensive once at the airport.,,Solo Leisure,Economy Class,Gdansk to Trondheim,November 2019,2.0,3.0,,,1.0,,1,no,False,Gdansk,Trondheim,,Neutral,0.0
443,Liz Akery,United Kingdom,2020-10-19,1,"Worst Customer service I have experienced, ever. Its been more than 6 months and still not been able to fully recover refund for cancelled flight back in March 2020. Every time you call, you get told different information, no reply to emails. Eventually received some funds, but not the full amount due to their error, It takes another 14 to 20 working days apparently to receive funds, so after waiting long again, its quite disappointing to find out only tiny amount has been refunded again, another error. Why do I have to beg for money that I am entitled to? Avoid if you can",,Family Leisure,Economy Class,London to Skopje,April 2020,,,,,,,1,no,False,London,Skopje,,Negative,-0.9473
444,Benoit Hanssen,Italy,2020-10-19,1,"While the service overall is similar to other low cost airlines (for example no leg space, charging extra for everything, etc.), Wizz Air is running a check-in racket: 1) As with other airlines you can check-in online, but unlike other airlines you have to pay to do that. No, it is not just for your preferred seats, but irrespective of which seats you select and occasionally you can't even do that. Note that the Wizz Air online check-in closes 3 hours before departure! 2) To not pay for the check-in, according to the Wizz Air website, is possible at the airport by using the self-service check-in, and if those are not available at the traditional check-in desk. 3) However, this is not the case. At Milan Malpensa Terminal 1 on Friday, and at Vienna Terminal 3 on Sunday (today), there was no self-service check-in available (I confirmed this with the available check-in staff), and the traditional check-in counter would only check us in if we paid €15/person. 4) This is not all, at MXP the payment is handled by another desk which charges a €5/person commission and at VIE the commission is €5/transaction. So when you book with Wizz Air you need on paying at least €7-8 for the check-in online, or €15 if you do so at the airport plus €5 commission. This is not an optional extra service! By the way, the check-in staff cannot help you because they ""do not work for Wizz Air"" (they told me this in both MXP as well as VIE). They did confirm however that many other customers had the same ""problem"" as me.",A321,Couple Leisure,Economy Class,Vienna to Milan Malpensa,October 2020,1.0,3.0,2.0,,1.0,,2,no,True,Vienna,Milan Malpensa,,Negative,-0.3818
445,M Dawes,Austria,2020-10-07,1,Vienna to Eindhoven with Wizz Air. My booking was not confirmed due to some payment issue and I reached out the the customer service 8 times to resolve the issue. I even paid for the customer call center where I was told that the issue would be resolved. Nothing happened and in the end I could not take my flight. Horrible customer service. I will never consider the airline again.,,Solo Leisure,Economy Class,Vienna to Eindhoven,March 2020,1.0,1.0,,,1.0,,1,no,True,Vienna,Eindhoven,,Neutral,0.1027
446,Iuliia Naumenko,Italy,2020-09-24,1,Me and my husband used Wizz Air for the first and the last time. Everything was quite alright before we had to come back to Italy. We have paid 20kg luggage. From Italian airport we were going with slightly heavier suitcase. And we know by experience that on almost empty flights it’s not a problem. They checked us in without charging. But in Romanian airport coming back they charged us 60€ for 7 kg overweight. Can you imagine that we paid 51€ for 20kg both ways and now they charge us for 60€ in PLUS for 7kg. And the problem is that I would gladly pay adequate sum of money for those 7kg but they prefer to lose clients for one time profit. And yeah they sent us the bill for 40€ and when we told that we paid 60€ they said that another 20€ it’s airport service. Also they broke my suitcase lock. Never gonna fly with them again and do not advice to you if you have luggage.,,Couple Leisure,Economy Class,Verona to Suceava,September 2020,1.0,1.0,1.0,1.0,1.0,1.0,1,no,False,Verona,Suceava,,Negative,-0.4118
447,Hanna Gorgon,United Kingdom,2020-09-15,1,"Wizz Air lost my luggage on the 31st August from Barcelona to Katowice. No one called me to update me about the status. 2.5 weeks later I received a piece of luggage to my home address and this is not my luggage! There is no way to contact them, no one is picking up the phone and no one is responding to emails. I will avoid them at all costs!",,Family Leisure,Economy Class,Barcelona to Katowice,August 2020,1.0,1.0,1.0,1.0,1.0,1.0,1,no,False,Barcelona,Katowice,,Negative,-0.5994
448,Petr Novotny,United Kingdom,2020-09-15,1,"Wizz Air charged me twice for my flight because of an error on their website. It happened in December 2019. It is now September 2020 and I still have not been issued with a refund. Wizz Air has already said twice that they issued me with a refund, but they never did. The worst customer service ever. Never flying with Wizz Air again.",,Solo Leisure,Economy Class,London to Prague,December 2019,,,,,,,1,no,True,London,Prague,,Neutral,0.1516
449,E Walten,United Kingdom,2020-09-11,1,"Absolutely disgusting. Terrible service from the beginning to the end. Multiple extra charges for reasons which were not made clear anywhere on the website or in emails sent by Wizzair. Looks cheap, but in reality will end up more expensive than every reputable airline out there, just lacking leg room and given a slab of plastic for a headrest. ",,Family Leisure,Economy Class,Krakow to Gatwick,September 2020,1.0,2.0,,1.0,1.0,,1,no,True,Krakow,London,,Negative,-0.7159
450,M Galegiou,United Kingdom,2020-09-11,1,Has to be one of the worst airline company I have ever dealt with. Refused entry to board at the gate because an attendant could not understand what a flight pass is even though the Wizz Air website suggested the form is filled to gain entry. Manager dealt with the situation after the plane left then couldnt care less what happens after that. No customer service as it is all online (thank goodness for credit cards).,,Solo Leisure,Economy Class,Luton to Larnaca,September 2020,,,,,1.0,,1,no,True,Luton,Larnaca,,Neutral,0.4537
451,Carlos Rodrigues,Hungary,2020-09-10,1,"Budapest to Lisbon. Worst company I have ever flew with. I will never again travel in this company. The tickets are cheap but after that any extra is overcharged unless one is traveling with a backpack this is a company to avoid. Beside all of to have any safety regarding any any last minute restrictions like now due to COVID buying an extra insurance is the only way to get your money back. While on the first CIVD wave I had the money refunded by the insurance company, now on the so called 2nd wave Hungary was refusing to let me enter the country, Wizz Air refused to return the money or even refund me the value in vouchers for the flight I had booked 3 weeks before the Hungarian government announced restrictions to foreigners. I flew on Wizz Air on the 22nd of August 2020 and this was the last time I did it.",,Solo Leisure,Economy Class,Budapest to Lisbon,August 2020,3.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Budapest,Lisbon,,Negative,-0.6808
452,Diogo Freitas,Portugal,2020-09-01,5,Wizz air cancel flights at a day's notice and will not pay you legal compensation you are entitled to. Cabin crew are usually attentive and professional. They should resume domestic flights in Portugal.,A320,Solo Leisure,Economy Class,Lisbon to Kyiv,August 2020,4.0,4.0,,,3.0,,5,no,True,Lisbon,Kyiv,,Negative,-0.2263
453,M Heaton,United Kingdom,2020-08-19,2,"Just terrible. Everything is an extra charge. Even booster seat for child. They make Ryanair look good. Insufficient ground staff means you better enjoy queuing too, and be sure to get to the airport very early. Be warned!",,Family Leisure,Economy Class,Heraklion to Luton,August 2020,3.0,2.0,,,2.0,,1,no,True,Heraklion,Luton,,Positive,0.7783
454,S Lavani,Italy,2020-08-19,1,"As I was browsing through the additional services offered by Wizz Air, the Wizz Air website wrongfully redirected me while purchasing Wizz priority for my return flight and led me to purchase an additional baggage for my outbound flight. I tried to contact Wizz Air's customer service as soon as I completed the payment through their payment phone numbers but the operators refused to help me, arguing the website was working. I assure you it's not. I was using the Chrome browser on my desktop computer and the website probably messed up between different services I had been browsing. As a result, upon an expense of 26€ for my outbound and return flights, I had to spend a total of 34€ for Wizz priority and an additional 31€ for the wrongfully purchased additional 10kg luggage. Furthermore, no protection against the Covid-19 emergency is adopted in flight. Passengers are seated really close and the flight attendants do not warn those who are not properly wearing a mask. I will never fly with Wizz Air again.",,Solo Leisure,Economy Class,Milan Malpensa to Athens,August 2020,1.0,1.0,,,1.0,,1,no,True,Milan Malpensa,Athens,,Negative,-0.5046
455,Christopher Jones,United Kingdom,2020-08-14,1,"After last year returning from Turkey with Wizz air being charged and extortionate amount for a few kilos of excess baggage I swore that I would never ever use them again but because of the lockdown and flight complications we needed to fly to Athens this summer so I’ve booked tickets from Wizz from Luton to Athens. Again the company's service was absolutely despicable, we attempted to check in 24 hours before could not find two seats together, and when we boarded the plane the pilot assured us that the flight was full. On observation after take off there was at least 15 pairs of empty seats on the plane. In view of the current situation with lockdown and the airline industry I think they would be well advised to liven up their act and provided a better service.",,Couple Leisure,Economy Class,Luton to Athens,August 2020,1.0,1.0,,,1.0,,1,no,False,Luton,Athens,,Positive,0.6808
456,Malcolm Conlan,United Kingdom,2020-08-07,6,"Only my second time to fly with Wizz air.  I got a ticket for £25 return. Then you pay for various extras. I paid for 10KG luggage I didn’t actually need. I thought I was signing up for priority but to be honest I did the booking quickly and didn’t read everything. Trick is to read very carefully regarding the numerous add on options. I only had a really small bag so didn’t need that add on at all. What I should have done was chose my seating at the time of booking. I waited till after and it ended up costing me more. No doubt about it, their software will stick you in a middle seat, probably far away form anyone else in the booking. Trick is to select your seat at the time of Booking. I am 6 ft so needed an aisle seat. I got this. The flight was manageable for me, even though my other leg was pressing against the seat but it wasn’t uncomfortable. With my other leg in the aisle as much as possible. Was an hour and a half late on the outbound and 30 min late inbound. On the outbound this was an airport issue. New plane. Good take off and landing. On the return MXP to LTN would like to give a special shout out to Marta who was very nice, polite and friendly. Good experience all round. My flight came to £95 with the extras but still cheaper than other airlines. The days of mega cheap fares are still there as long as you have no luggage and take it as it comes. Again £25 for a return to Italy isn’t bad. They handed Covid measures well. They constantly reminded people to wear a mask which was good. But obviously the plane was full. They couldn’t observe social distancing, so of course mask wearing essential. Thanks.",A321-200,Solo Leisure,Economy Class,Luton to Milan Malpensa,August 2020,3.0,4.0,2.0,,3.0,,3,yes,True,Luton,Milan Malpensa,,Positive,0.9643
457,S Malten,Czech Republic,2020-07-16,9,Valencia to Vienna. All-round excellent. The ticket was a really good price. The plane arrived on time. The seats were surprisingly comfortable - leather seats with ample legroom. The staff were professional. Food and drinks were offered for an additional charge. My bags arrived with me. ,,Solo Leisure,Economy Class,Valencia to Vienna,July 2020,5.0,4.0,,,4.0,,5,yes,True,Valencia,Vienna,,Positive,0.908
458,Kristine Mateer,Australia,2020-07-13,1,"Take your money for no flight and no credit - had return flights for 2nd April, Vienna - Reykjavik - Budapest cost over Aud $2200 cancelled mid March due to Covid and government flight restriction, only premium call rates so had to contact via twitter etc.. Told to manage booking, reverted money to Wizz Air Flexi account and the credit expires 90 days later and yet cannot leave country. They have been far worse than any other airline I have dealt with, nothing short of thieves.",,Family Leisure,Premium Economy,Vienna to Reykjavik via Budapest,April 2020,,,,,,,1,no,False,Vienna,Reykjavik,Budapest,Neutral,0.0454
459,Roland Koops-Vytopil,Austria,2020-07-12,7,"First experience with Wizz out of Vienna did not start nicely since after booking my trip to Bremen I received an email informing me that my outgoing flight was changed to the following day. Since it was planned to be a 10 days trip I accepted it, soon after that I received another email with the information that my inbound flight was moved forward one day because of ""operational reasons"". So accepting this again finally meant that my entire trip was cut down from 10 to 8 days. The next point on the downside was that after these changes I got the information that my flights were unable for online check-in. However my partner could check-in online without problems although I was the one with the so called ""priority"" status. Because of that I ended up with center seats on both sectors. I have to mention that check-in on both airports was smooth and done within 2 minutes. I also have to say that for short flights the Wizz Airseat configuration is acceptable but definitely not what you would get on premium airlines (230 instead of 200 allows an idea how tight everything is). The crew was nice and seemed to be motivated and drinks from the onboard bistro service were sold at reasonable prices. Both flights landed ahead of time and WIZZ managed the new COVID procedures very well and distributed the necessery health declarations during boarding. Would I recommend WIZZ for short flights? Yes I would, I would like to believe that the flight changes were owed to the extemporized schedule they still have after the total lockdown of air traffic.",A321-200,Couple Leisure,Economy Class,Wien to Bremen,July 2020,2.0,4.0,2.0,,5.0,,4,yes,True,Wien,Bremen,,Positive,0.9746
460,E Narlova,United Kingdom,2020-07-12,1,"After Wizz messed up my name on the boarding pass, I was unable to check in online and was charged extra 169 Euro. They then promised a refund, but now 8 months later the money have not come through. I have provided them with all the requested information, but they just stopped answering. Worst customer service of any budget airline. Will absolutely never fly with them again.",,Couple Leisure,Economy Class,Vilnius to London,January 2020,2.0,1.0,,,1.0,,1,no,True,Vilnius,London,,Negative,-0.7096
461,G KIaridos,Greece,2020-07-10,1,"I bought the expensive (FLEX or something) ticket for 1 July from Luton to Thessaloniki for 26th July. The Greek Government  said that direct flights from the UK to Greece would continue to not be permitted from 1 July (they were not permitted during June, and they were thinking of allowing them from 1st July onwards, but changed their minds, and first announced that on 26th June). He also said that the official announcement was going to come out on 29th June. I didn't want to wait till 1 day before my flight for WizzAir to cancel it (and I found out from others that they ended up cancelling it on the 30th and a mere 14 hours before the actual flight), thus I tried to book another flight. In that effort, I ended up cancelling my ticket which led to the first ridiculous policy they have - it takes 72 hours for them to put the ""refunded"" money into a ""Wizz Air account"", why 72 hours? The second ridiculous policy is that after they added it I would only have 3 months to book another flight with them, otherwise they keep the money, which is ridiculously short even for pre-COVID times, it should be 12 months at least, and probably 24 or 36 now that COVID is around. I would have found that reasonable. But regardless, I couldn't wait 72 hours to book another flight with them, so I ended up booking with another company for my actual flight. Once the 72 hours passed, my money was added to the ""Wizz Air Account"", after which I proceeded to try to get a refund to one of my actual bank accounts. In that process, they ask for the reason for the refund, and they have two new options ""Cancellation initiated by Wizz Air due to COVID"" and ""Cancellation initiated by customer due to COVID"" - I picked the second option, assuming that there is a difference from a similar cancellation pre-COVID times, and thus that I would actually get a refund (otherwise what's the point of having such an option). Apparently, cancelling my flight due to COVID (a flight which was gonna get cancelled for sure by them eventually) and having bought the more expensive ticket wasn't enough to get a refund. They hide behind T&C and maybe legally they are ok with doing so, but personally I find this bad practice, ridiculous, and won't ever be using them again.",,Solo Leisure,Economy Class,Luton to Thessaloniki,July 2020,,,,,,,1,no,True,Luton,Thessaloniki,,Negative,-0.9325
462,Diogo Freitas,Portugal,2020-07-10,1,"In the space of less than a month I had two flights cancelled, one from Lisbon to Vienna and back due to covid-19 reasons, and the other from Lisbon to Belgrade because they decided to start the operation one month later. I currently have both cases at court for compensation and all the extra costs that were non-refundable, namely accommodation. Can't think of a worst experience than this and made me really sad because I always wanted to visit Serbia. ",A320,Solo Leisure,Economy Class,Lisbon to Belgrade,July 2020,,,,,,,5,no,True,Lisbon,Belgrade,,Negative,-0.8089
463,Charles Montlake,United Kingdom,2020-07-09,1,"I booked 24 tickets for a wedding party. Flight cancelled due to Covid. Unwritten rule says I can now only rebook 5 tickets. Absolute nightmare - no idea how to solve this On twitter you can only have 2 replies then they ignore you. Group booking is a premium call, Emails are unanswered. All I want is to swap 24 Covid cancelled tickets for 24 new tickets - why is this a big problem? Word of warning - if there are more than 5 of you they have different, unwritten rules - go elsewhere if you can, or fall foul of the rules as they make them up.",,Family Leisure,Economy Class,,July 2020,,,,,,,1,no,False,,,,Negative,-0.5859
464,Ian Wall,United Kingdom,2020-07-03,1,"With the Covid 19 issues I booked Wizz Air's most expensive fully flexible fare, with the reasonable assumption of getting my money back. However on cancelling this just goes into a wizz-flex account to use as expiring credit. I thought I would be able to try a claim from there call centre, however, it just puts you on hold forever and charges you a criminal amount - Total thieves.",,Couple Leisure,Economy Class,London to Split,July 2020,,,,,,,1,no,False,London,Split,,Negative,-0.6249
465,Paul Osmond,United Kingdom,2020-06-28,2,"My wife and I have had accounts with wizzair for over 10 years and fly with them at least 4 times a year. Never really had a problem with them but had a few IT issues which have always been resolved over the phone. Before covid 19 lockdown booked 4 flights with them which 1 they cancelled and the other 3 could not be taken due to the fact that the first flight was cancelled. They basically told me to go away and accept 25% refund or nothing!! They argued the remaining 3 flights were available and it was up to us to turn up for them even though it was impossible to do so. We then booked 4 flights for later in the year, when we got conformation they had charged for extra luggage we didn't want, we contacted them immediately AND before the transaction was complete , the money was still in our account, Guess what! Our fault we`re taking the money make a complaint! Then we notice that one of the ticket had the my christian name on it not my wifes. We immediately contacted them, Guess what!!!! You`re fault pay 45 euros or lose the flight!! Wizz Air have definitely changed their customer care from good to tell everyone to go away! We understand it is difficult for airlines at this moment but brutal and rude response to genuine enquiries is not the way to treat long standing honest and decent clients. Regrettably, we will be pursuing Wizzair through the County Courts which seems to be the only way to take them to task. Sad day.",,Couple Leisure,Economy Class,Luton to Bourgas via Varna,February 2020,2.0,3.0,2.0,,4.0,,3,no,True,Luton,Bourgas,Varna,Negative,-0.6797
466,Kata Soros,United Kingdom,2020-06-24,9,"Luton to Budapest, great value for the money, seat is spacious for me (I am 5,5). Service was good and the flight attendants were friendly. there is no inflight entertainment but  this is a budget airline so I wouldn’t expect anything. The plane seemed very clean.",A320-200 neo,Solo Leisure,Economy Class,Luton to Budapest,June 2020,5.0,5.0,,,5.0,,5,yes,True,Luton,Budapest,,Positive,0.9524
